index,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
3112,AX28231,Washington,M,High School or Below,,49345.0,69.0,0.0,Personal Auto,Two-Door Car,251.075981
3113,GA89827,Oregon,M,College,,0.0,70.0,0.0,Personal Auto,Four-Door Car,622.381217
3114,UX91266,California,M,Bachelor,,34307.0,92.0,2.0,Personal Auto,Four-Door Car,186.025014
3115,UC10048,Oregon,F,College,,0.0,95.0,1.0,Corporate Auto,Four-Door Car,629.647822
3116,CY90231,Nevada,M,Master,,44096.0,72.0,1.0,Personal Auto,Four-Door Car,345.6
3117,QD26729,California,M,College,,43204.0,64.0,3.0,Personal Auto,Four-Door Car,246.065764
3118,RZ98310,Nevada,F,Bachelor,,0.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
3119,VJ73478,Oregon,M,Bachelor,,0.0,117.0,0.0,Personal Auto,Luxury,842.4
3120,KR29524,Oregon,F,Bachelor,,78596.0,118.0,0.0,Personal Auto,SUV,133.907696
3121,ID58813,California,M,Bachelor,,38925.0,112.0,0.0,Personal Auto,Luxury,241.304377
3122,SL98898,Nevada,M,High School or Below,,0.0,119.0,0.0,Personal Auto,Luxury,571.2
3123,LH90819,California,M,Master,,21885.0,108.0,0.0,Corporate Auto,SUV,52.339396
3124,OL55220,California,F,Bachelor,,48345.0,67.0,0.0,Personal Auto,Four-Door Car,212.009825
3125,YU90693,California,F,High School or Below,,77993.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
3126,NM70181,Oregon,M,Master,,25748.0,90.0,0.0,Personal Auto,Four-Door Car,117.871165
3127,ZU30804,California,M,College,,22520.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
3128,ZT31931,Oregon,M,High School or Below,,0.0,95.0,0.0,Personal Auto,Two-Door Car,579.452318
3129,BS29584,Oregon,F,College,,0.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
3130,SX63814,Arizona,M,High School or Below,,75986.0,115.0,0.0,Personal Auto,Four-Door Car,89.119797
3131,YL81070,Oregon,M,High School or Below,,0.0,205.0,0.0,Personal Auto,Luxury,1476.0
3132,RW24925,Oregon,F,College,,58542.0,114.0,0.0,Personal Auto,SUV,129.985718
3133,FB84409,Arizona,M,Bachelor,,43640.0,64.0,2.0,Personal Auto,Four-Door Car,1.208908
3134,YP38413,Oregon,F,College,,86901.0,72.0,0.0,Personal Auto,Two-Door Car,313.366255
3135,ZE53116,Arizona,M,High School or Below,,94115.0,74.0,0.0,Personal Auto,Four-Door Car,409.089884
3136,SU95720,California,M,High School or Below,,0.0,125.0,0.0,Personal Auto,SUV,900.0
3137,UM94104,Oregon,M,High School or Below,,65375.0,65.0,0.0,Personal Auto,Four-Door Car,6.07744
3138,ET64307,California,F,Bachelor,,44341.0,105.0,0.0,Personal Auto,Luxury,355.114822
3139,XD32841,Oregon,M,Bachelor,,24378.0,188.0,0.0,Corporate Auto,SUV,902.4
3140,SI90461,Washington,F,High School or Below,,93489.0,84.0,0.0,Corporate Auto,Four-Door Car,104.280764
3141,RV75918,California,F,College,,69161.0,97.0,0.0,Personal Auto,Four-Door Car,341.431343
3142,DZ64604,California,M,High School or Below,,60774.0,154.0,0.0,Personal Auto,SUV,739.2
3143,WF98532,California,M,Bachelor,,0.0,101.0,4.0,Personal Auto,SUV,960.115399
3144,GQ15613,Arizona,F,High School or Below,,54008.0,67.0,0.0,Personal Auto,Four-Door Car,370.503286
3145,XU63766,Oregon,F,Bachelor,,0.0,74.0,0.0,Personal Auto,Four-Door Car,232.01349
3146,VU35401,Nevada,F,High School or Below,,44619.0,68.0,0.0,Corporate Auto,Four-Door Car,283.668439
3147,NH95163,Oregon,F,College,,16476.0,101.0,0.0,Personal Auto,Four-Door Car,313.885191
3148,CD55111,California,M,Master,,73359.0,94.0,0.0,Corporate Auto,Two-Door Car,107.187926
3149,TQ73797,California,M,Bachelor,,25949.0,104.0,0.0,Personal Auto,SUV,499.2
3150,CC43119,California,F,Bachelor,,62018.0,73.0,0.0,Corporate Auto,Two-Door Car,90.094835
3151,CD38665,California,M,High School or Below,,41433.0,183.0,0.0,Personal Auto,Luxury,1317.6
3152,JM30137,Washington,F,College,,0.0,238.0,1.0,Personal Auto,Luxury,1142.4
3153,CJ29883,Arizona,F,Doctor,,68931.0,66.0,0.0,Personal Auto,Four-Door Car,309.577946
3154,LJ35581,Washington,F,Bachelor,,0.0,141.0,0.0,Personal Auto,SUV,1015.2
3155,DL11519,Oregon,M,College,,0.0,104.0,0.0,Special Auto,SUV,748.8
3156,AK11719,California,M,Master,,0.0,64.0,0.0,Corporate Auto,Four-Door Car,286.124652
3157,YL91288,California,F,Master,,98044.0,73.0,0.0,Personal Auto,Four-Door Car,347.336864
3158,XV53746,California,F,High School or Below,,91354.0,68.0,0.0,Special Auto,Two-Door Car,361.646987
3159,HU57895,Washington,F,College,,0.0,109.0,4.0,Corporate Auto,Luxury,605.137484
3160,MI95708,Arizona,F,High School or Below,,15083.0,115.0,0.0,Personal Auto,Four-Door Car,552.0
3161,AX45422,California,F,High School or Below,,0.0,61.0,0.0,Personal Auto,Four-Door Car,370.755025
3162,KT92231,Oregon,M,Bachelor,,0.0,107.0,0.0,Personal Auto,Luxury,1267.709661
3163,BM53580,Oregon,F,Bachelor,,0.0,80.0,0.0,Personal Auto,Four-Door Car,69.142986
3164,ZB32409,California,F,Bachelor,,0.0,67.0,3.0,Personal Auto,Four-Door Car,618.355883
3165,XA21742,California,F,Bachelor,,22955.0,92.0,3.0,Personal Auto,Four-Door Car,441.6
3166,RD22761,Washington,M,Bachelor,,0.0,69.0,0.0,Personal Auto,Four-Door Car,566.673518
3167,PZ10136,Oregon,M,Master,,51641.0,63.0,1.0,Personal Auto,Four-Door Car,137.091494
3168,OG62048,California,F,Master,,10211.0,119.0,0.0,Personal Auto,SUV,571.2
3169,IH23596,California,F,Bachelor,,0.0,68.0,0.0,Corporate Auto,Four-Door Car,296.692076
3170,HE72629,Arizona,F,Bachelor,,0.0,80.0,0.0,Personal Auto,Two-Door Car,16.524885
3171,KW52549,Arizona,F,Bachelor,,33806.0,89.0,0.0,Personal Auto,Four-Door Car,395.729716
3172,OZ82391,California,M,Master,,50269.0,80.0,0.0,Personal Auto,Two-Door Car,32.228778
3173,HH22446,Nevada,M,Bachelor,,18375.0,103.0,0.0,Personal Auto,Luxury,535.080276
3174,HW16019,Oregon,M,Bachelor,,24133.0,68.0,0.0,Personal Auto,Two-Door Car,76.026046
3175,IS30186,California,F,College,,88375.0,77.0,0.0,Personal Auto,Four-Door Car,0.42331
3176,HN45134,Arizona,M,Master,,88997.0,72.0,0.0,Personal Auto,Four-Door Car,174.041566
3177,XI79589,California,F,High School or Below,,0.0,125.0,0.0,Personal Auto,SUV,600.0
3178,LK57294,Oregon,M,High School or Below,,23402.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
3179,JM88889,California,F,High School or Below,,46396.0,103.0,1.0,Corporate Auto,Four-Door Car,384.01403
3180,EZ51276,Arizona,F,College,,0.0,96.0,0.0,Personal Auto,Four-Door Car,460.8
3181,JF16295,Oregon,F,High School or Below,,0.0,102.0,0.0,Personal Auto,Four-Door Car,489.6
3182,XU76821,California,F,College,,33175.0,66.0,0.0,Corporate Auto,Two-Door Car,84.520776
3183,KR62128,California,F,Master,,63885.0,114.0,0.0,Personal Auto,SUV,86.477384
3184,TG70775,California,F,High School or Below,,92766.0,71.0,0.0,Personal Auto,Two-Door Car,379.029102
3185,XR75319,Arizona,M,College,,45515.0,61.0,0.0,Personal Auto,Two-Door Car,236.907007
3186,QB26845,Oregon,M,Bachelor,,0.0,115.0,0.0,Personal Auto,SUV,1163.620366
3187,No94161,California,M,High School or Below,,37703.0,70.0,0.0,Corporate Auto,Two-Door Car,83.121963
3188,SQ87105,Oregon,F,Bachelor,,0.0,68.0,0.0,Corporate Auto,Four-Door Car,489.6
3189,XM14899,Oregon,M,College,,0.0,122.0,0.0,Personal Auto,SUV,684.851797
3190,QQ51185,Nevada,F,College,,64987.0,66.0,0.0,Personal Auto,Four-Door Car,182.927837
3191,XW51700,Arizona,F,High School or Below,,73180.0,64.0,0.0,Personal Auto,Four-Door Car,132.543257
3192,YK60829,Oregon,F,High School or Below,,92766.0,71.0,0.0,Corporate Auto,Two-Door Car,379.029102
3193,FB68802,Arizona,M,College,,0.0,119.0,2.0,Personal Auto,SUV,571.2
3194,ON67674,California,F,College,,50071.0,71.0,0.0,Personal Auto,Two-Door Car,18.918935
3195,MS20849,California,M,College,,53058.0,91.0,4.0,Personal Auto,Four-Door Car,209.465295
3196,VK94354,Oregon,M,Master,,0.0,127.0,0.0,Special Auto,SUV,22.483259
3197,PZ53130,California,F,College,,16370.0,74.0,0.0,Personal Auto,Two-Door Car,296.049396
3198,HV75704,California,F,Bachelor,,70521.0,63.0,0.0,Corporate Auto,Four-Door Car,302.4
3199,GU18646,Oregon,M,Bachelor,,58007.0,81.0,0.0,Special Auto,Two-Door Car,518.346912
3200,LI77073,Oregon,M,College,,31670.0,179.0,0.0,Corporate Auto,Luxury,1288.8
3201,FW43809,Oregon,F,High School or Below,,0.0,112.0,0.0,Personal Auto,Luxury,537.6
3202,WC11515,Arizona,F,Bachelor,,0.0,70.0,0.0,Corporate Auto,Four-Door Car,491.112176
3203,ZT52415,Oregon,F,Bachelor,,62534.0,68.0,0.0,Personal Auto,Two-Door Car,326.4
3204,PH83205,Oregon,M,Bachelor,,26790.0,71.0,0.0,Corporate Auto,Two-Door Car,340.8
3205,GI46001,California,F,Bachelor,,0.0,95.0,0.0,Personal Auto,Two-Door Car,456.0
3206,DY27653,Oregon,F,High School or Below,,56178.0,94.0,0.0,Personal Auto,Four-Door Car,451.2
3207,GB70718,Arizona,F,High School or Below,,28646.0,61.0,0.0,Personal Auto,Four-Door Car,355.028632
3208,YE12395,Oregon,M,High School or Below,,31267.0,129.0,0.0,Personal Auto,Luxury,619.2
3209,MA94219,Nevada,M,College,,78250.0,114.0,0.0,Personal Auto,Four-Door Car,547.2
3210,FJ28407,California,M,High School or Below,,0.0,153.0,0.0,Personal Auto,SUV,1027.000029
3211,CJ72056,California,M,Bachelor,,65636.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
3212,QU52713,California,M,Bachelor,,43177.0,103.0,0.0,Corporate Auto,SUV,420.966805
3213,FE20514,Oregon,M,College,,26733.0,66.0,0.0,Personal Auto,Four-Door Car,218.717113
3214,RY43586,Oregon,F,Master,,12590.0,73.0,0.0,Personal Auto,Two-Door Car,132.503461
3215,SK66747,Washington,M,Bachelor,,33481.0,188.0,0.0,Personal Auto,Luxury,1194.892002
3216,SC31713,California,F,College,,0.0,80.0,0.0,Personal Auto,Four-Door Car,384.0
3217,TH72420,Oregon,M,Doctor,,25752.0,73.0,0.0,Personal Auto,Two-Door Car,378.262864
3218,FD75102,California,F,College,,27982.0,87.0,0.0,Personal Auto,Two-Door Car,14.743099
3219,LW75453,California,M,Bachelor,,29445.0,68.0,0.0,Personal Auto,Four-Door Car,334.015169
3220,BS96517,Washington,F,College,,47455.0,61.0,0.0,Personal Auto,Four-Door Car,278.804991
3221,SO55284,Nevada,F,High School or Below,,64125.0,108.0,0.0,Personal Auto,SUV,369.818708
3222,SD83603,Oregon,F,College,,56830.0,83.0,0.0,Personal Auto,Two-Door Car,319.799712
3223,JQ68425,California,M,College,,58236.0,108.0,0.0,Corporate Auto,SUV,67.253453
3224,VM51572,Washington,M,Bachelor,,54289.0,62.0,0.0,Personal Auto,Four-Door Car,430.093647
3225,JH58282,California,F,College,,0.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
3226,WP23743,California,M,College,,47482.0,93.0,0.0,Corporate Auto,Four-Door Car,594.177664
3227,DS47984,Arizona,M,Master,,60244.0,83.0,3.0,Personal Auto,Four-Door Car,326.281835
3228,UV52613,Arizona,M,College,,20867.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
3229,XM96138,California,M,Master,,98138.0,93.0,1.0,Personal Auto,Four-Door Car,427.52731
3230,HF95739,California,M,High School or Below,,0.0,81.0,0.0,Personal Auto,Four-Door Car,583.2
3231,HG81101,Washington,F,Bachelor,,20327.0,74.0,0.0,Personal Auto,Four-Door Car,824.254866
3232,VN27419,Oregon,F,High School or Below,,11828.0,90.0,0.0,Personal Auto,Four-Door Car,571.479602
3233,VZ59523,Arizona,M,Doctor,,50695.0,71.0,0.0,Personal Auto,Two-Door Car,110.567069
3234,UF91715,Nevada,M,High School or Below,,0.0,107.0,0.0,Personal Auto,Four-Door Car,770.4
3235,JV13438,Oregon,M,High School or Below,,98693.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
3236,MN82687,Oregon,F,Bachelor,,54507.0,138.0,0.0,Personal Auto,SUV,702.990032
3237,MR50410,Nevada,M,College,,89703.0,126.0,0.0,Personal Auto,SUV,601.983113
3238,DT53270,Washington,F,College,,0.0,71.0,0.0,Personal Auto,Four-Door Car,421.147532
3239,DA79098,California,M,Bachelor,,0.0,67.0,1.0,Personal Auto,Two-Door Car,357.14996
3240,FY86121,Oregon,M,College,,70882.0,69.0,0.0,Personal Auto,Four-Door Car,124.380223
3241,AA69265,Nevada,F,Bachelor,,60817.0,103.0,1.0,Personal Auto,Four-Door Car,494.4
3242,ZT86224,Nevada,M,Bachelor,,72257.0,90.0,0.0,Personal Auto,Four-Door Car,408.415481
3243,GW89148,California,M,Doctor,,90008.0,137.0,0.0,Personal Auto,SUV,406.986034
3244,EJ97834,Nevada,F,High School or Below,,93987.0,65.0,0.0,Personal Auto,Two-Door Car,251.321448
3245,VM66678,Oregon,F,High School or Below,,81872.0,115.0,0.0,Personal Auto,Four-Door Car,256.43803
3246,OY34553,Nevada,F,Bachelor,,60221.0,67.0,0.0,Personal Auto,Four-Door Car,238.561687
3247,JL49772,Arizona,F,Bachelor,,33651.0,69.0,1.0,Personal Auto,Four-Door Car,328.65413
3248,ZO44848,California,F,College,,0.0,61.0,0.0,Special Auto,Four-Door Car,216.08671
3249,TW66679,Oregon,M,High School or Below,,75741.0,109.0,0.0,Corporate Auto,SUV,217.188864
3250,RP98585,Arizona,M,Master,,38086.0,96.0,0.0,Personal Auto,Two-Door Car,243.237741
3251,XK83294,California,F,High School or Below,,38725.0,64.0,0.0,Corporate Auto,Two-Door Car,307.2
3252,VZ43707,Nevada,M,High School or Below,,20132.0,86.0,3.0,Corporate Auto,Four-Door Car,412.8
3253,RO89767,Arizona,M,Master,,0.0,105.0,0.0,Personal Auto,Luxury,451.13986
3254,UN49741,Oregon,M,High School or Below,,44299.0,106.0,5.0,Personal Auto,SUV,754.260616
3255,SY46862,Arizona,M,High School or Below,,98917.0,139.0,0.0,Corporate Auto,Luxury,336.612234
3256,ZY60545,California,F,College,,91535.0,67.0,1.0,Personal Auto,Four-Door Car,126.634634
3257,WP62115,Washington,F,College,,53484.0,70.0,0.0,Corporate Auto,Two-Door Car,333.051529
3258,NK16909,Oregon,M,Doctor,,45318.0,103.0,0.0,Personal Auto,SUV,494.4
3259,BQ41371,Oregon,F,Bachelor,,46897.0,70.0,0.0,Personal Auto,Four-Door Car,344.377218
3260,QF29828,Arizona,F,Master,,40135.0,80.0,0.0,Personal Auto,Four-Door Car,78.008093
3261,LP59331,Arizona,M,College,,38606.0,68.0,0.0,Personal Auto,Four-Door Car,413.288851
3262,NJ46471,Oregon,F,Bachelor,,56550.0,73.0,3.0,Corporate Auto,Four-Door Car,162.775889
3263,KX53892,Oregon,F,College,,61146.0,65.0,0.0,Personal Auto,Four-Door Car,273.018929
3264,YP37291,Nevada,M,High School or Below,,36409.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
3265,RX93631,Arizona,F,Bachelor,,90035.0,80.0,0.0,Personal Auto,Four-Door Car,141.628547
3266,GS26763,California,F,Bachelor,,39669.0,98.0,0.0,Personal Auto,Two-Door Car,492.935479
3267,SK74843,Arizona,F,Master,,57963.0,61.0,0.0,Personal Auto,Four-Door Car,42.160829
3268,AG47947,Washington,F,High School or Below,,81872.0,115.0,0.0,Personal Auto,Four-Door Car,256.43803
3269,LQ23049,California,F,High School or Below,,25965.0,65.0,0.0,Personal Auto,Four-Door Car,329.206567
3270,VF10088,Arizona,F,High School or Below,,59662.0,85.0,0.0,Personal Auto,Four-Door Car,10.168824
3271,OJ65428,Nevada,M,College,,27906.0,102.0,0.0,Personal Auto,Four-Door Car,489.6
3272,ZF48094,Oregon,F,High School or Below,,51032.0,83.0,0.0,Personal Auto,Four-Door Car,349.954886
3273,TN56613,Arizona,F,Bachelor,,83771.0,133.0,0.0,Personal Auto,Luxury,482.328161
3274,IA33339,Oregon,F,Bachelor,,57052.0,115.0,1.0,Corporate Auto,SUV,483.62724
3275,UB28078,California,M,Master,,51510.0,106.0,0.0,Personal Auto,Four-Door Car,688.547375
3276,ZK60855,Oregon,F,College,,34819.0,61.0,0.0,Corporate Auto,Four-Door Car,185.898327
3277,CM73149,California,F,Bachelor,,31189.0,122.0,0.0,Personal Auto,Luxury,585.6
3278,SC81807,California,F,College,,32180.0,103.0,0.0,Special Auto,Luxury,558.835255
3279,DS57918,California,M,Bachelor,,27500.0,114.0,0.0,Corporate Auto,SUV,472.280461
3280,TN29644,California,F,College,,67018.0,94.0,0.0,Personal Auto,Four-Door Car,104.427573
3281,UL17918,Arizona,M,Bachelor,,0.0,77.0,0.0,Corporate Auto,Two-Door Car,436.369797
3282,MJ25422,Oregon,F,College,,0.0,199.0,0.0,Personal Auto,Luxury,1062.090461
3283,FG21377,California,F,Bachelor,,33588.0,62.0,0.0,Corporate Auto,Four-Door Car,419.921897
3284,BQ15946,Oregon,M,Doctor,,56270.0,83.0,0.0,Personal Auto,Four-Door Car,398.4
3285,CO53249,Arizona,M,College,,82800.0,70.0,0.0,Corporate Auto,Four-Door Car,442.194796
3286,XS83731,Arizona,F,College,,0.0,68.0,0.0,Personal Auto,Four-Door Car,425.137341
3287,VH41477,Oregon,M,High School or Below,,63891.0,119.0,0.0,Corporate Auto,Two-Door Car,7.651121
3288,AT13963,Washington,F,Master,,43946.0,133.0,0.0,Corporate Auto,Luxury,415.98615
3289,XU49878,Washington,M,Bachelor,,62039.0,68.0,1.0,Personal Auto,Four-Door Car,265.877583
3290,RY10920,Oregon,M,College,,60475.0,107.0,0.0,Personal Auto,Four-Door Car,513.6
3291,OC32181,Nevada,F,High School or Below,,70279.0,71.0,0.0,Special Auto,Four-Door Car,331.231484
3292,OE19653,Oregon,F,High School or Below,,0.0,93.0,0.0,Personal Auto,Two-Door Car,446.4
3293,WG39961,Oregon,F,High School or Below,,66676.0,97.0,0.0,Personal Auto,Four-Door Car,558.099357
3294,QY78671,Arizona,M,High School or Below,,12048.0,77.0,0.0,Corporate Auto,Four-Door Car,369.6
3295,SY48591,Arizona,F,College,,0.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
3296,SM16060,Arizona,F,College,,0.0,68.0,0.0,Personal Auto,Two-Door Car,619.07199
3297,FW53453,California,F,Master,,36094.0,99.0,1.0,Personal Auto,Two-Door Car,456.50357
3298,KU42210,Arizona,M,Bachelor,,0.0,61.0,0.0,Corporate Auto,Four-Door Car,439.2
3299,XR74789,Washington,F,College,,63328.0,89.0,0.0,Personal Auto,Two-Door Car,427.2
3300,GB39602,Nevada,M,High School or Below,,0.0,112.0,0.0,Corporate Auto,Luxury,587.861936
3301,SK93727,Washington,F,High School or Below,,36121.0,118.0,0.0,Personal Auto,Four-Door Car,1107.145019
3302,OM37845,California,M,Master,,56005.0,68.0,1.0,Personal Auto,Four-Door Car,326.4
3303,VR45143,Arizona,F,High School or Below,,48597.0,71.0,5.0,Corporate Auto,Four-Door Car,305.697525
3304,GF35623,California,F,High School or Below,,0.0,81.0,0.0,Personal Auto,Four-Door Car,583.2
3305,AF47139,Oregon,F,College,,42540.0,70.0,0.0,Personal Auto,Four-Door Car,43.548973
3306,IS48950,California,M,College,,87544.0,109.0,1.0,Corporate Auto,SUV,523.2
3307,NC98544,Nevada,M,High School or Below,,26292.0,80.0,2.0,Personal Auto,Two-Door Car,384.0
3308,AD12500,California,F,High School or Below,,42696.0,228.0,0.0,Personal Auto,Luxury,1273.741085
3309,ZE59681,Nevada,M,College,,88009.0,71.0,0.0,Corporate Auto,Two-Door Car,266.52482
3310,JQ91314,Washington,M,College,,0.0,97.0,0.0,Personal Auto,Four-Door Car,1026.315988
3311,WX92260,Washington,F,College,,0.0,66.0,4.0,Corporate Auto,Four-Door Car,316.8
3312,MO21402,Oregon,F,Master,,16181.0,181.0,0.0,Personal Auto,SUV,1261.319869
3313,QY41319,Oregon,M,College,,0.0,62.0,0.0,Personal Auto,Two-Door Car,446.4
3314,WE90911,Arizona,F,Bachelor,,75438.0,136.0,0.0,Personal Auto,SUV,438.480672
3315,KB90888,Oregon,F,High School or Below,,0.0,73.0,0.0,Corporate Auto,Two-Door Car,842.87608
3316,NN87570,Oregon,M,Bachelor,,27681.0,83.0,0.0,Corporate Auto,Two-Door Car,398.4
3317,PD94315,Arizona,F,Bachelor,,23444.0,196.0,0.0,Corporate Auto,SUV,940.8
3318,IN65727,Washington,F,Master,,63684.0,68.0,0.0,Personal Auto,Two-Door Car,343.889585
3319,FB76635,Oregon,F,College,,61737.0,107.0,0.0,Personal Auto,Luxury,495.670802
3320,RF58958,California,M,High School or Below,,0.0,113.0,0.0,Personal Auto,Four-Door Car,813.6
3321,AZ15952,Oregon,M,Bachelor,,52373.0,111.0,0.0,Personal Auto,Four-Door Car,186.160527
3322,KP22549,Oregon,M,Bachelor,,58213.0,79.0,0.0,Personal Auto,Four-Door Car,39.714767
3323,QC34927,California,M,High School or Below,,74142.0,83.0,0.0,Personal Auto,Two-Door Car,398.4
3324,WD87578,Nevada,F,High School or Below,,0.0,109.0,0.0,Personal Auto,Four-Door Car,784.8
3325,ER51965,Washington,M,College,,49746.0,111.0,3.0,Corporate Auto,Four-Door Car,589.298521
3326,LA53648,California,F,High School or Below,,0.0,129.0,0.0,Personal Auto,SUV,1059.572464
3327,FX73249,Oregon,M,Bachelor,,0.0,104.0,0.0,Personal Auto,Four-Door Car,499.2
3328,WF53890,Arizona,F,Bachelor,,39854.0,66.0,0.0,Personal Auto,Two-Door Car,261.930545
3329,QL35310,Nevada,F,Master,,36650.0,69.0,1.0,Corporate Auto,Four-Door Car,56.60333
3330,FY30870,California,F,High School or Below,,32756.0,93.0,0.0,Personal Auto,Two-Door Car,381.118731
3331,JF73533,Nevada,M,College,,36268.0,86.0,1.0,Personal Auto,Four-Door Car,531.164627
3332,IW70308,Oregon,F,Bachelor,,23815.0,73.0,0.0,Personal Auto,Four-Door Car,424.330166
3333,ZS50183,Arizona,F,College,,0.0,107.0,0.0,Corporate Auto,SUV,513.6
3334,EU38033,Nevada,M,High School or Below,,39188.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
3335,ZJ86769,Nevada,M,College,,58089.0,118.0,0.0,Personal Auto,SUV,566.4
3336,JZ90556,Oregon,F,High School or Below,,62120.0,74.0,0.0,Corporate Auto,Four-Door Car,28.31732
3337,OQ43721,Oregon,F,High School or Below,,26540.0,69.0,0.0,Personal Auto,Four-Door Car,378.432035
3338,NI71089,California,M,College,,28215.0,65.0,0.0,Personal Auto,Two-Door Car,468.0
3339,ZF84966,Nevada,F,Doctor,,61675.0,123.0,0.0,Corporate Auto,SUV,482.550044
3340,LN11802,California,M,Master,,0.0,100.0,0.0,Personal Auto,Luxury,480.0
3341,CG92708,Nevada,F,College,,69600.0,74.0,0.0,Personal Auto,Four-Door Car,341.396161
3342,TH59993,California,F,College,,40982.0,62.0,0.0,Corporate Auto,Four-Door Car,106.665934
3343,WH76688,Oregon,M,Bachelor,,74015.0,72.0,0.0,Personal Auto,Four-Door Car,471.443077
3344,NK82261,California,M,High School or Below,,0.0,94.0,0.0,Personal Auto,Two-Door Car,1121.876091
3345,FI93397,Oregon,F,Bachelor,,0.0,79.0,0.0,Personal Auto,Four-Door Car,509.028102
3346,FO33051,Arizona,M,College,,29439.0,146.0,0.0,Personal Auto,SUV,700.8
3347,ZE40223,Oregon,M,College,,0.0,108.0,0.0,Personal Auto,Luxury,518.4
3348,II49996,Arizona,M,Bachelor,,74015.0,72.0,0.0,Personal Auto,Four-Door Car,471.443077
3349,AX71707,Arizona,F,College,,67881.0,79.0,0.0,Personal Auto,Two-Door Car,391.039166
3350,GF38306,Nevada,F,High School or Below,,96162.0,97.0,0.0,Corporate Auto,Four-Door Car,376.569009
3351,TN54884,California,F,College,,39049.0,63.0,0.0,Personal Auto,Two-Door Car,294.75626
3352,DD27635,Oregon,M,Doctor,,29808.0,105.0,1.0,Personal Auto,SUV,52.456587
3353,NX84287,California,F,Master,,65727.0,134.0,0.0,Corporate Auto,SUV,363.995013
3354,EO38569,Washington,F,High School or Below,,0.0,62.0,1.0,Personal Auto,Four-Door Car,446.4
